id,signature,year (map),order,library,category (desc),date (desc),location (desc),extract (desc),description,hsc,catalog,digital copy,additional info,origin,radius,long,lat
md11,"Darmstadt, Universitäts- und Landesbibliothek, Hs. 1895",1505,Benediktiner,"Darmstadt, Universitäts- und Landesbibliothek",Gebete und Andachten,ca. 1500,"verm. St. Irmina, Trier, 
Benediktinerinnen","291r-292r: I, 5b (Exzerpt), 19g (1. Satz), 23",,http://handschriftencensus.de/18077,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0012_b288_jpg.htm,,Schreibsprache moselfränkisch,,,6.63610,49.75900
md12,"Darmstadt,Universitäts- und Landesbibliothek, Hs. 1902",1520,Augustiner,"Darmstadt, Universitäts- und Landesbibliothek",Kommuniongebete,ca. 1520,"St. Maria Magdalena, Köln, 
Augustinerinnen","142v-146v: I, 43",,http://handschriftencensus.de/18151,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0012_b214_jpg.htm,,,,,6.96390,50.92470
md13,"Darmstadt, Universitäts- und Landesbibliothek, Hs. 1903",1505,Unbekannt,"Darmstadt, Universitäts- und Landesbibliothek",Tagzeiten und Gebete,um 1500,Fraterhaus (?) Köln,"165v-170r: I, 19d+e 
223v-225v: I, 47",,http://handschriftencensus.de/18152,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0012_b144_jpg.htm,,,,10.00,6.95710,50.94020
md14,"Darmstadt, Universitäts- und Landesbibliothek, Hs. 1906",1500,Augustiner,"Darmstadt, Universitäts- und Landesbibliothek",Gebete und Andachten,"ca. 1495 (tw. 1520, 
MH-Teil)","St. Maria Magdalena, Köln, 
Augustinerinnen","118r-119r: I, 43",,http://handschriftencensus.de/18155,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0012_b235_jpg.htm,,,,,6.96390,50.92470
md15,"Darmstadt, Universitäts- und Landesbibliothek, Hs. 1908",1530,Franziskaner,"Darmstadt, Universitäts- und Landesbibliothek",Gebete und Andachten,1530/50,"Köln, Franziskanerinnenkloster","193r-v: I, 43 
203v-204v: I, 47",,http://handschriftencensus.de/18157,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0012_b165_jpg.htm,,,,10.00,6.95710,50.94020
md16,"Darmstadt, Universitäts- und Landesbibliothek, Hs. 1911",1520,Augustiner,"Darmstadt, Universitäts- und Landesbibliothek",Andachten für die Feste des Kirchenjahres,ca. 1524,"St. Maria Magdalena, Köln, 
Augustinerinnen","7v-8r: I, 23b (Teil)
113v: I, 5d (Teil)",,http://handschriftencensus.de/18160,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0012_b189_jpg.htm,,,,,6.96390,50.92470
md17,"Darmstadt, Universitäts- und Landesbibliothek, Hs. 1919",1520,Augustiner,"Darmstadt, Universitäts- und Landesbibliothek",Andachten für die Feste des Kirchenjahres,ca. 1520,"St. Maria Magdalena, Köln, 
Augustinerinnen","95v-96v: I, 7 (Teil)
104r-v: I, 5d (Teil)
111r-112v: I, 23
133r-134v: I, 10c
134v-135v: I, 10b
225v-227r: II, 10
285r-291r: I, 18a, 15, 16b, 17 (Schlussteil)",,http://handschriftencensus.de/18166,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0012_b184_jpg.htm,,"Ähnliche Einleitungen, aber nicht von MH stammend, 
f. 229r, 233r, 236v, 254r, 262v, 276v
1. Band von Darmstadt, UB/LB, Hs. 1931",,,6.96390,50.92470
md18,"Darmstadt, Universitäts- und Landesbibliothek, Hs. 1923",1525,Augustiner,"Darmstadt, Universitäts- und Landesbibliothek",Gebete und Andachten,ca. 1525,"St. Maria Magdalena, Köln, 
Augustinerinnen","223r-226v: I, 19d+e
229v: V, 6",,http://handschriftencensus.de/18170,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0012_b230_jpg.htm,,,,,6.96390,50.92470
md19,"Darmstadt, Universitäts- und Landesbibliothek, Hs. 1927",1500,Augustiner,"Darmstadt, Universitäts- und Landesbibliothek",Gebete und Andachten,um 1490 (tw. 1520),"St. Maria Magdalena, Köln, 
Augustinerinnen","53v-56r: I, 43
95v-96r: I, 5b",,http://handschriftencensus.de/18174,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0012_b239_jpg.htm,,,,,6.96390,50.92470
md20,"Darmstadt, Universitäts- und Landesbibliothek, Hs. 1931",1520,Augustiner,"Darmstadt, Universitäts- und Landesbibliothek",Andachten für die Feste des Kirchenjahres,um 1520,"St. Maria Magdalena, Köln, 
Augustinerinnen","30r-34v: I, 19d+e",,http://handschriftencensus.de/18178,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0012_b187_jpg.htm,,"19d auf Deutsch, e auf Latein; anschließendes Gebet 
bzw. das auf 59r zwar zugeschrieben, aber nicht von ihr.
2. Band von Darmstadt, UB/LB, Hs. 1919",,,6.96390,50.92470
md21,"Darmstadt, Universitäts- und Landesbibliothek, Hs. 1934",1540,Augustiner,"Darmstadt, Universitäts- und Landesbibliothek",Kommuniongebete,ca. 1540,"St. Maria Magdalena, Köln, 
Augustinerinnen","99v: I, 5b
137r-140r: I, 43",,http://handschriftencensus.de/18181,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0012_b218_jpg.htm,,,,,6.96390,50.92470
md22,"Darmstadt, Universitäts- und Landesbibliothek, Hs. 1944",1530,Augustiner,"Darmstadt, Universitäts- und Landesbibliothek",Gebete und Andachten,um 1525 (tw. 1540),"St. Maria Magdalena, Köln, 
Augustinerinnen","67r: I, 19d+e",,http://handschriftencensus.de/18188,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0012_b225_jpg.htm,,,,,6.96390,50.92470
md23,"Darmstadt, Universitäts- und Landesbibliothek, Hs. 2772",1425,Kartäuser,"Darmstadt, Universitäts- und Landesbibliothek",Gebetbuch,um 1425,"Kartause St. Barbara, Köln","153r: verm. I, 43",,–,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0014_b071_jpg.htm,,"Im Katalog Inc. --> dieses Gebet wurde 
‚einem Priester‘ offenbart",,,6.95740,50.92480
md24,"Dessau, Landesbücherei, Hs. Georg. 65.8°",1450,Unbekannt,"Dessau, Landesbücherei",Gebete und religiöse Stücke,Mitte 15. Jh.,–,360r–361v: Exzerpt,,http://www.handschriftencensus.de/7838,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0483_c070_jpg.htm,,,,,,
md25,"Frankfurt, Universitätsbibliothek, Ms. Praed. 169",1490,Zisterzienser,"Frankfurt, Universitätsbibliothek",Dt.-lat. Gebetbuch,um 1490,"Nonnenkloster am Niederrhein 
(wsl. Zisterzienserinnen?); 
später Frankfurt, Dominikaner","94v–96v: I,47 (md.); 317r-318r: I, 5d, b (lat.)",,http://handschriftencensus.de/15062,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0017_b372_jpg.htm,http://nbn-resolving.de/urn:nbn:de:hebis:30:2-43909,"Illuminationen und Verzierungen im 
Gebetszyklus; auch Zeichnungen von 
Wundmalen mit Gebeten",,40.00,7.60210,50.31180
md26,"Frankfurt, Universitätsbilbiothek, Ms. Praed. 184",1490,Unbekannt,"Frankfurt, Universitätsbibliothek",Gebetbuch,Ende 15. Jh.,"Mosel bzw. nördlicher Mittelrhein,  Nonnenkloster","48v-49r: I, 5b (Exzerpt)",,http://handschriftencensus.de/15065,http://sammlungen.ub.uni-frankfurt.de/kataloge/purn/urn:nbn:de:hebis:30:2-11351-p0441-9,http://sammlungen.ub.uni-frankfurt.de/msma/urn/urn:nbn:de:hebis:30:2-44647,,,15.00,7.56350,50.35230
md27,"Freiburg, Universitätsbibliothek, Hs. 461",1525,Unbekannt,"Freiburg i. Br., Universitätsbibliothek",Stundenbuch,1. Drittel 16. Jh.,"Frauenkloster, Köln","346r–347r: I, 47",,http://www.handschriftencensus.de/13864,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0087_c100_JPG.htm,http://dl.ub.uni-freiburg.de/diglit/hs461,,,10.00,6.95710,50.94020
md28,"Göttingen, Staats- und Universitätsbilbiothek, 8° Ms. theol. 241a",1580,Sonstiges,"Göttingen, Staats- und Universitätsbibliothek",Gebetbuch,um 1580,"Marienforst, Birgittinen","89r: I, 5b (Teil)
95r-96v: I, 5d (Teil)
129r-v: I, 5d (Teil)
141v-142v: I, 7 (Teil)
161v: Mechthild zugeschriebener Text
166r: Mechthild zugeschriebener Text
270r-273r: I, 19d+e
294v: Mechthild zugeschriebener Text
316r-317r: I, 23 (Teil)",,http://handschriftencensus.de/19146,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0718_b447_jpg.htm; https://diglib.hab.de/?db=mss&list=ms&id=goe-sub-theol-241a&catalog=Wolfinger&hi=mechthild,,"zahlreiche MH zugeschriebene Texte; 
vgl. Zieger zu 95r-96v: Text so auch in Darmstadt 1844 
und 1919, sowie Berlin, mgo 194 (lat.). Nur teilweise 
in der Edition übernommen, vollständig z.B. in 
Basel, A IX 34; Schreiberin Maria Stockem",,,7.13720,50.67240
md29,"Hamburg, Staats- und Universitätsbibliothek, Cod. theol 2192",1505,Augustiner,"Hamburg, Staats- und Universitätsbibliothek","Aszetisch-mystische Sammelhandschrift, Kurztraktate, Exzerpte",16. Jh. ,"St. Agnes, Trier, 
Augustiner-Chorfrauenstift",144v-146r: Exzerpte,,http://handschriftencensus.de/3492,"Nilüfer Krüger, Die theologischen Handschriften der Staats- und Universitätsbibliothek Hamburg, 
Bd. 4, Hamburg 1998, S. 157-160",,,,,6.64120,49.75140
md30a,"Köln, Historisches Archiv der Stadt, Best. 7008 (GB 8°) 6",1505,Unbekannt,"Köln, Historisches Archiv der Stadt",Gebetbuch,16. Jh.,"Kölner Frauenkloster; später 
Jesuitenkolleg, Köln ","232v-234r: I, 5b (Teil)",,http://handschriftencensus.de/12989,http://digital.ub.uni-duesseldorf.de/ihd/content/pageview/4051998,,,,10.00,6.95710,50.94020
md30b,"Köln, Historisches Archiv der Stadt, Best. 7008 (GB 8°) 6",1651,Sonstiges,"Köln, Historisches Archiv der Stadt",Gebetbuch,16. Jh.,"Kölner Frauenkloster; später 
Jesuitenkolleg, Köln ","232v-234r: I, 5b (Teil)",,http://handschriftencensus.de/12989,http://digital.ub.uni-duesseldorf.de/ihd/content/pageview/4051998,,,,,6.95620,50.94310
md31a,"Köln, Historisches Archiv der Stadt, Best. 7008 (GB 8°) 10",1505,Unbekannt,"Köln, Historisches Archiv der Stadt",Gebetbuch,16. Jh.,"ripuarisches Frauenkloster 
(später Jesuitenkolleg, Köln)","168r-171v: III, 24, 27",,http://handschriftencensus.de/12991,http://digital.ub.uni-duesseldorf.de/ihd/content/pageview/4051999,,,,10.00,6.95710,50.94020
md31b,"Köln, Historisches Archiv der Stadt, Best. 7008 (GB 8°) 10",1651,Sonstiges,"Köln, Historisches Archiv der Stadt",Gebetbuch,16. Jh.,"ripuarisches Frauenkloster 
(später Jesuitenkolleg, Köln)","168r-171v: III, 24, 27",,http://handschriftencensus.de/12991,http://digital.ub.uni-duesseldorf.de/ihd/content/pageview/4051999,,,,,6.95620,50.94310
md32,"Köln, Historisches Archiv der Stadt, Best. 7008 (GB 8°) 133",1525,Unbekannt,"Köln, Historisches Archiv der Stadt",Gebetbuch,1. Hälfte 16. Jh.,"Frauenkloster, Köln","122r: I, 11 (Teil)
265r-286v: I, 19d+e, nicht MH-Teil, 19g",,http://handschriftencensus.de/13011,http://digital.ub.uni-duesseldorf.de/ihd/content/pageview/4052032,,,,10.00,6.95710,50.94020
md33a,"Köln, Historisches Archiv der Stadt, Best. 7008 (GB 8°) 166",1505,Unbekannt,"Köln, Historisches Archiv der Stadt",Gebetbuch,16. Jh.,"ripuarisches Frauenkloster 
(später Jesuitenkolleg, Köln)","57r-60r: I, 43",,http://handschriftencensus.de/13198,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0724_b556_jpg.htm,,,,10.00,6.95710,50.94020
md33b,"Köln, Historisches Archiv der Stadt, Best. 7008 (GB 8°) 166",1651,Sonstiges,"Köln, Historisches Archiv der Stadt",Gebetbuch,16. Jh.,"ripuarisches Frauenkloster 
(später Jesuitenkolleg, Köln)","57r-60r: I, 43",,http://handschriftencensus.de/13198,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0724_b556_jpg.htm,,,,,6.95620,50.94310
md34a,"Köln, Historisches Archiv der Stadt, Best. 7008 (GB 8°) 170",1505,Unbekannt,"Köln, Historisches Archiv der Stadt",Gebetbuch,16. Jh.,"ripuarisches Frauenkloster 
(später Jesuitenkolleg, Köln)","7r-v: III, 17 (Teil)",,http://handschriftencensus.de/13199,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0724_b558_jpg.htm,,,,10.00,6.95710,50.94020
md34b,"Köln, Historisches Archiv der Stadt, Best. 7008 (GB 8°) 170",1651,Sonstiges,"Köln, Historisches Archiv der Stadt",Gebetbuch,16. Jh.,"ripuarisches Frauenkloster 
(später Jesuitenkolleg, Köln)","7r-v: III, 17 (Teil)",,http://handschriftencensus.de/13199,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0724_b558_jpg.htm,,,,,6.95620,50.94310
md35,"Köln, Historisches Archiv der Stadt, Best. 7020 (W*) 1",1500,Unbekannt,"Köln, Historisches Archiv der Stadt",Gebetbuch,Ende 15. Jh./Anf. 16. Jh.,"ripuarisch/fränkisches 
Frauenkloster","78r-81r: I, 47
81v-82v: I, 11 (Teil)",,http://handschriftencensus.de/13126,"http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0724_b147_jpg.htm;
http://digital.ub.uni-duesseldorf.de/ihd/content/pageview/4052208",,,,100.00,7.82230,50.16990
md36,"Köln, Historisches Archiv der Stadt, Best. 7010 (W) 55",1510,Unbekannt,"Köln, Historisches Archiv der Stadt",Gebetbuch,Anf. 16. Jh.,Frauenkloster,"27v: I, 5b
32v-33r: I, 7 (Teil)
37r-v: I, 5d (Teil)
309v-310r: I, 11 (Teil)",,http://handschriftencensus.de/13045,http://digital.ub.uni-duesseldorf.de/ihd/content/pageview/4052070,,,,150.00,9.97410,50.71190
md37,"Köln, Historisches Archiv der Stadt, Best. 7010 (W) 185",1450,Augustiner,"Köln, Historisches Archiv der Stadt",Gebetbuch,Mitte 15. Jh.,"St. Maria Magdalena, Köln, 
Augustinerinnen","46v-49r: V, 18b",,http://handschriftencensus.de/13071,http://digital.ub.uni-duesseldorf.de/ihd/content/pageview/4052121,,,,,6.96390,50.92470
md38,"Kopenhagen, Arnamagnæanske Institut, Cod. AM 798.4°",1475,Franziskaner,"Kopenhagen, Arnamagnæanske Institut","MH als Haupttext des 2. Teils; davor einige franziskanische 
Texte (Bonaventura, Franziskus-Legenden)",1474/2. Hälfte 15 Jh.,"Moselfränkischer Sprachraum 
(Franziskaner?)",166r-243v: größere Exzerptmenge,,http://handschriftencensus.de/21949,"http://www.bbaw.de/forschung/dtm/HSA/Kopenhagen_700370610000.html
https://archive.org/details/h1katalogoverden02arnauoft/page/210",,,,50.00,7.20760,50.08760
md39,"Mainz, Martinus-Bibliothek, Hs. 33",1405,Unbekannt,"Mainz, Martinus-Bibliothek",Unterweisungsbüchlein,15. Jh.,südlicher Mittelrhein,70v–71v: Exzerpt,,http://www.handschriftencensus.de/24598,https://www.hss-census-rlp.ub.uni-mainz.de/mz-mb-hs-33/,,,,20.00,7.73320,50.13780
md40,"Nürnberg, Germanisches Nationalmuseum, Hs. 60269",1550,Augustiner,"Nürnberg, Germanisches Nationalmuseum",Gebetbuch,"1. Hälfte 16. Jh. 
(Borchling: Ende 15. Jh.)","Köln, wsl. St. Maria Magdalena, 
Augustinerinnen","137r-139r: I, 43",,http://handschriftencensus.de/18480,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0058_b109_jpg.htm,http://dlib.gnm.de/item/Hs60269/html,,,,6.96390,50.92470
md41,"Straßburg, National- und Universitätsbibliothek, 
Ms. 1995 (früher L germ. 78.4°)",1425,Unbekannt,"Strasbourg, Bibliothèque Nationale et Universitaire","Sammelhandschrift aus mehreren Teilen, u.a. 
Visionsberichte, Lieder",1428,–,"109v: III, 17",,http://www.handschriftencensus.de/3561,"https://archive.org/stream/cataloguegnr47fran#page/410/mode/2up;
http://www.eckhart.de/Textzeugen/strassburg.htm#Str5",https://gallica.bnf.fr/ark:/12148/btv1b10224781m,"mittelfränkisch; bei Zieger unter den 
oberdeutschen Hs. aufgeführt",,150.00,9.97410,50.71190
md42,"Trier, Stadtbibliothek, Hs. 824/1698 8°",1505,Klarissen,"Trier, Stadtbibliothek",Dt.-lat. Erbauungs- und Gebetbuch,um 1500,Klarissenkloster (Trier?),"186v–189v: I, 19",,http://www.handschriftencensus.de/8688,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0508_b104_jpg.htm,,,,0.20,6.63670,49.75840
md43,"Trier, Stadtbibliothek, Hs. 2050/1695 8°",1475,Unbekannt,"Trier, Stadtbibliothek",Erbauungs- und Gebetbuch,2. Hälfte 15. Jh.,Diözese Trier,"283r–v: I, 43",,http://www.handschriftencensus.de/8724,http://bilder.manuscripta-mediaevalia.de/hs//katalogseiten/HSK0508_b261_jpg.htm,,,,5.00,6.64850,49.75930
